well	rowNames	column	sampleNames	sampleTypes	Status	Sample.Type	Size.Standard	Analysis.Method	SQI	Offscale	Quality	UD1	UD2	UD3	Dye.Sample.Peak	Sample.File.Name	Size	Height	Area.in.Point	Area.in.BP	Data.Point	Begin.Point	Begin.BP	End.Point	End.BP	Width.in.Point	Width.in.BP	User.Comments	User.Edit	Size.Rounded	passedFilter	ignoredPeak	Area.in.BP.RelToMax	Area.in.BP.RelToSum	Area.in.BP.Sum	WTpeak	Size.Fixed	Size.InDels	Multi3
F04	F	04	BF030	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 74"	F04_F04.fsa	211.8894	1413	7242	640	3071	3067	211.5359	3077	212.4196	4	0.439	NA	NA	212	TRUE	FALSE	0.238716896680343	0.138169257340242	4632	FALSE	211.9305	1	frameshift
F04	F	04	BF030	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 56"	F04_F04.fsa	186.8216	1312	7692	698	2793	2785	186.0946	2802	187.6392	5	0.4805	NA	NA	187	TRUE	FALSE	0.260350615441999	0.150690846286701	4632	FALSE	186.8627	-24	in-frame
F04	F	04	BF030	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 69"	F04_F04.fsa	206.0452	1261	6909	613	3005	2997	205.3353	3010	206.4887	5	0.4583	NA	NA	206	TRUE	FALSE	0.228646027601641	0.1323402417962	4632	FALSE	206.0863	-5	frameshift
F05	F	05	BF037	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 41"	F05_F05.fsa	210.9335	6483	38415	3458	2979	2971	210.2131	2987	211.6535	5	0.4782	NA	NA	211	TRUE	FALSE	1	1	3458	TRUE	210.9746	0	WT
F09	F	09	BF065	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 42"	F09_F09.fsa	176.7373	3594	22436	2092	2640	2631	175.8978	2648	177.4833	5	0.5142	NA	NA	177	TRUE	FALSE	1	0.304778554778555	6864	FALSE	176.7784	-34	frameshift
F09	F	09	BF065	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 44"	F09_F09.fsa	188.8998	1295	7618	698	2772	2764	188.1663	2779	189.5416	5	0.481	NA	NA	189	TRUE	FALSE	0.333652007648184	0.101689976689977	6864	FALSE	188.9409	-22	frameshift
F09	F	09	BF065	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 48"	F09_F09.fsa	198.0624	828	4678	431	2871	2862	197.231	2879	198.8009	5	0.4753	NA	NA	198	TRUE	FALSE	0.206022944550669	0.0627913752913753	6864	FALSE	198.1035	-13	frameshift
F09	F	09	BF065	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 52"	F09_F09.fsa	203.0403	1310	7136	637	2926	2919	202.4149	2932	203.5762	5	0.4512	NA	NA	203	TRUE	FALSE	0.304493307839388	0.0928030303030303	6864	FALSE	203.0814	-8	frameshift
F09	F	09	BF065	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 53"	F09_F09.fsa	204.0225	936	4821	430	2937	2932	203.5762	2944	204.6472	4	0.4427	NA	NA	204	TRUE	FALSE	0.205544933078394	0.0626456876456876	6864	FALSE	204.0636	-7	frameshift
F09	F	09	BF065	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 55"	F09_F09.fsa	205.9848	3932	23021	2051	2959	2951	205.2716	2966	206.6086	5	0.4725	NA	NA	206	TRUE	FALSE	0.980401529636711	0.298805361305361	6864	FALSE	206.0259	-5	frameshift
F09	F	09	BF065	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 62"	F09_F09.fsa	216.3757	929	5936	525	3076	3067	215.579	3085	217.172	5	0.5028	NA	NA	216	TRUE	FALSE	0.250956022944551	0.076486013986014	6864	FALSE	216.4168	5	frameshift
F10	F	10	wt	wt	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 43"	F10_F10.fsa	210.9674	13617	82645	7340	3010	3001	210.1678	3018	211.6778	5	0.4821	NA	NA	211	TRUE	FALSE	1	1	7340	TRUE	211.0085	0	WT
G01	G	01	BF007	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 52"	G01_G01.fsa	210.9823	21162	124516	10821	3129	3120	210.2	3137	211.6774	5	0.4611	NA	NA	211	TRUE	FALSE	1	1	10821	TRUE	211.0234	0	WT
G02	G	02	BF015	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"Y, 58"	G02_G02.fsa	211.0054	9440	54054	4780	3066	3058	210.2977	3074	211.7127	5	0.4561	NA	NA	211	TRUE	FALSE	1	1	4780	TRUE	211.0465	0	WT
G03	G	03	BF023	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 58"	G03_G03.fsa	210.9731	7565	44389	3942	3034	3026	210.2624	3042	211.6834	5	0.4641	NA	NA	211	TRUE	FALSE	1	1	3942	TRUE	211.0142	0	WT
G04	G	04	BF031	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 65"	G04_G04.fsa	211.8406	909	6847	589	3144	3142	211.6684	3161	213.3037	4	0.3443	NA	NA	212	TRUE	FALSE	0.036427732079906	0.0351473922902494	16758	FALSE	211.8817	1	frameshift
G04	G	04	BF031	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 64"	G04_G04.fsa	210.9794	31403	187686	16169	3134	3125	210.2038	3142	211.6684	5	0.4656	NA	NA	211	TRUE	FALSE	1	0.964852607709751	16758	TRUE	211.0205	0	WT
G05	G	05	BF038	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 46"	G05_G05.fsa	210.9251	7390	44309	3953	3020	3012	210.2111	3029	211.7279	5	0.4792	NA	NA	211	TRUE	FALSE	1	1	3953	TRUE	210.9662	0	WT
G06	G	06	BF045	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 52"	G06_G06.fsa	210.9721	1458	8926	800	3008	3000	210.2549	3015	211.5994	5	0.4867	NA	NA	211	TRUE	FALSE	1	1	800	TRUE	211.0132	0	WT
G07	G	07	BF053	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 46"	G07_G07.fsa	210.9674	2457	15550	1381	3021	3012	210.1678	3030	211.7666	5	0.4956	NA	NA	211	TRUE	FALSE	1	1	1381	TRUE	211.0085	0	WT
G09	G	09	BF066	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 41"	G09_G09.fsa	210.9209	8888	53787	4756	3030	3022	210.2133	3039	211.7165	5	0.4782	NA	NA	211	TRUE	FALSE	1	1	4756	TRUE	210.962	0	WT
G10	G	10	wt	wt	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 48"	G10_G10.fsa	210.9308	7524	46710	4167	3017	3009	210.2169	3026	211.7335	5	0.4877	NA	NA	211	TRUE	FALSE	1	1	4167	TRUE	210.9719	0	WT
G11	G	11	wt	wt	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"Y, 55"	G11_G11.fsa	210.9549	1028	6358	559	3074	3066	210.2504	3090	212.3632	5	0.4807	NA	NA	211	TRUE	FALSE	1	1	559	TRUE	210.996	0	WT
H01	H	01	BF008	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"Y, 50"	H01_H01.fsa	210.9329	5182	30312	2623	3162	3154	210.2405	3170	211.6251	5	0.4583	NA	NA	211	TRUE	FALSE	1	1	2623	TRUE	210.974	0	WT
H02	H	02	BF016	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 61"	H02_H02.fsa	210.9302	11402	67562	5876	3130	3121	210.1475	3138	211.6262	5	0.4612	NA	NA	211	TRUE	FALSE	1	1	5876	TRUE	210.9713	0	WT
H03	H	03	BF024	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 52"	H03_H03.fsa	210.9589	6435	37087	3265	3066	3057	210.1663	3074	211.663	5	0.4574	NA	NA	211	TRUE	FALSE	1	1	3265	TRUE	211	0	WT
H04	H	04	BF032	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"Y, 62"	H04_H04.fsa	210.9578	31116	184119	16357	3041	3032	210.158	3049	211.6684	5	0.4719	NA	NA	211	TRUE	FALSE	1	1	16357	TRUE	210.9989	0	WT
H05	H	05	BF039	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 52"	H05_H05.fsa	210.9674	15452	91548	8131	3028	3019	210.1678	3036	211.6778	5	0.4659	NA	NA	211	TRUE	FALSE	1	1	8131	TRUE	211.0085	0	WT
H06	H	06	BF046	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 58"	H06_H06.fsa	210.9674	13955	82727	7347	3021	3013	210.2567	3029	211.6778	5	0.4709	NA	NA	211	TRUE	FALSE	1	1	7347	TRUE	211.0085	0	WT
H07	H	07	BF054	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 58"	H07_H07.fsa	211.011	8081	49018	4334	3061	3052	210.215	3069	211.7182	5	0.4743	NA	NA	211	TRUE	FALSE	1	1	4334	TRUE	211.0521	0	WT
H08	H	08	BF060	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 45"	H08_H08.fsa	210.9098	15214	91852	8198	3024	3016	210.1956	3033	211.7129	5	0.4867	NA	NA	211	TRUE	FALSE	1	1	8198	TRUE	210.9509	0	WT
H09	H	09	BF067	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"Y, 54"	H09_H09.fsa	210.9017	2562	16106	1424	3062	3054	210.1939	3071	211.6978	5	0.4935	NA	NA	211	TRUE	FALSE	1	1	1424	TRUE	210.9428	0	WT
H10	H	10	wt	wt	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 48"	H10_H10.fsa	210.9589	10886	65928	5804	3056	3047	210.1663	3064	211.663	5	0.4747	NA	NA	211	TRUE	FALSE	1	1	5804	TRUE	211	0	WT
H11	H	11	wt	wt	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"Y, 58"	H11_H11.fsa	210.9965	1022	6412	562	3091	3083	210.2951	3101	211.8729	5	0.4718	NA	NA	211	TRUE	FALSE	1	1	562	TRUE	211.0376	0	WT
