well	rowNames	column	sampleNames	sampleTypes	Status	Sample.Type	Size.Standard	Analysis.Method	SQI	Offscale	Quality	UD1	UD2	UD3	Dye.Sample.Peak	Sample.File.Name	Size	Height	Area.in.Point	Area.in.BP	Data.Point	Begin.Point	Begin.BP	End.Point	End.BP	Width.in.Point	Width.in.BP	User.Comments	User.Edit	Size.Rounded	passedFilter	ignoredPeak	Area.in.BP.RelToMax	Area.in.BP.RelToSum	Area.in.BP.Sum	WTpeak	Size.Fixed	Size.InDels	Multi3
D04	D	04	BF028	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 130"	D04_D04.fsa	297.7004	712	4139	366	3957	3954	297.435	3961	298.0543	5	0.5212	NA	NA	298	TRUE	FALSE	0.0713867758923347	0.0397739621821343	9202	FALSE	297.9486	-5	frameshift
D04	D	04	BF028	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 131"	D04_D04.fsa	298.585	841	5193	459	3967	3961	298.0543	3975	299.2925	5	0.4937	NA	NA	299	TRUE	FALSE	0.0895260386190755	0.049880460769398	9202	FALSE	298.8332	-4	frameshift
D04	D	04	BF028	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 134"	D04_D04.fsa	302.6743	2887	18519	1651	4013	4005	301.961	4020	303.2985	5	0.5075	NA	NA	303	TRUE	FALSE	0.322020674858592	0.179417517930885	9202	TRUE	302.9225	0	WT
D04	D	04	BF028	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 123"	D04_D04.fsa	290.8856	413	2141	189	3880	3872	290.1771	3884	291.2398	4	0.4304	NA	NA	291	TRUE	FALSE	0.0368636629607958	0.0205390132579874	9202	FALSE	291.1338	-12	in-frame
D04	D	04	BF028	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 124"	D04_D04.fsa	291.8595	884	5186	459	3891	3884	291.2398	3896	292.3022	5	0.4804	NA	NA	292	TRUE	FALSE	0.0895260386190755	0.049880460769398	9202	FALSE	292.1077	-11	frameshift
D04	D	04	BF028	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 125"	D04_D04.fsa	292.8334	435	2381	210	3902	3896	292.3022	3908	293.3645	5	0.4481	NA	NA	293	TRUE	FALSE	0.0409596255119953	0.0228211258422082	9202	FALSE	293.0816	-10	frameshift
D04	D	04	BF028	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 126"	D04_D04.fsa	293.8956	153	706	62	3914	3908	293.3645	3919	294.3381	4	0.4246	NA	NA	294	TRUE	FALSE	0.0120928418178272	0.00673766572484243	9202	FALSE	294.1438	-9	in-frame
D04	D	04	BF028	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 114"	D04_D04.fsa	258.3918	180	1141	102	3514	3507	257.7657	3522	259.1068	5	0.4881	NA	NA	259	TRUE	FALSE	0.0198946752486834	0.011084546837644	9202	FALSE	258.64	-44	frameshift
D05	D	05	BF035	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 116"	D05_D05.fsa	279.1117	211	1397	124	3746	3737	278.3123	3759	280.2682	5	0.4783	NA	NA	279	TRUE	FALSE	0.0399484536082474	0.02137562489226	5801	FALSE	279.3599	-24	in-frame
D05	D	05	BF035	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 118"	D05_D05.fsa	285.093	743	4539	405	3813	3804	284.2893	3820	285.7179	5	0.5031	NA	NA	285	TRUE	FALSE	0.130476804123711	0.0698155490432684	5801	FALSE	285.3412	-18	in-frame
D05	D	05	BF035	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 119"	D05_D05.fsa	291.8584	456	2554	226	3889	3880	291.0619	3896	292.4779	5	0.4743	NA	NA	292	TRUE	FALSE	0.0728092783505155	0.0389588002068609	5801	FALSE	292.1066	-11	frameshift
D05	D	05	BF035	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 121"	D05_D05.fsa	294.7787	1389	8614	762	3922	3913	293.9823	3927	295.2212	5	0.4833	NA	NA	295	TRUE	FALSE	0.245489690721649	0.131356662644372	5801	FALSE	295.0269	-8	frameshift
D05	D	05	BF035	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 122"	D05_D05.fsa	295.7522	1195	7543	667	3933	3927	295.2212	3936	296.0177	5	0.5293	NA	NA	296	TRUE	FALSE	0.214884020618557	0.114980175831753	5801	FALSE	296.0004	-7	frameshift
D05	D	05	BF035	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 123"	D05_D05.fsa	296.7256	5577	35077	3104	3944	3936	296.0177	3952	297.4336	5	0.5004	NA	NA	297	TRUE	FALSE	1	0.535080158593346	5801	FALSE	296.9738	-6	in-frame
D05	D	05	BF035	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 124"	D05_D05.fsa	300.6265	649	4278	382	3988	3979	299.823	3996	301.3425	6	0.5395	NA	NA	301	TRUE	FALSE	0.123067010309278	0.0658507153938976	5801	FALSE	300.8747	-2	frameshift
D05	D	05	BF035	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 126"	D05_D05.fsa	303.581	202	1473	131	4021	4012	302.775	4029	304.2975	6	0.5993	NA	NA	304	TRUE	FALSE	0.0422036082474227	0.0225823133942424	5801	FALSE	303.8292	1	frameshift
D06	D	06	BF043	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 119"	D06_D06.fsa	306.0971	165	1588	142	4020	4012	305.3797	4039	307.8009	7	0.6314	NA	NA	306	TRUE	FALSE	0.0578411405295316	0.0492030492030492	2886	FALSE	306.3453	3	in-frame
D06	D	06	BF043	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 115"	D06_D06.fsa	295.7125	529	3239	289	3904	3895	294.9088	3907	295.9804	6	0.5373	NA	NA	296	TRUE	FALSE	0.117718940936864	0.1001386001386	2886	FALSE	295.9607	-7	frameshift
D06	D	06	BF043	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 116"	D06_D06.fsa	296.6948	4497	27494	2455	3915	3907	295.9804	3923	297.4093	5	0.4923	NA	NA	297	TRUE	FALSE	1	0.850658350658351	2886	FALSE	296.943	-6	in-frame
D07	D	07	BF050	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 109"	D07_D07.fsa	295.6619	617	4386	388	3942	3935	295.0424	3945	295.9274	5	0.5287	NA	NA	296	TRUE	FALSE	0.0767253312240459	0.0518093203364935	7489	FALSE	295.9101	-7	frameshift
D07	D	07	BF050	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 110"	D07_D07.fsa	296.724	8791	57136	5057	3954	3945	295.9274	3962	297.4322	5	0.5168	NA	NA	297	TRUE	FALSE	1	0.675257043664041	7489	FALSE	296.9722	-6	in-frame
D07	D	07	BF050	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 112"	D07_D07.fsa	302.577	189	1615	143	4020	4012	301.866	4027	303.199	9	0.8247	NA	NA	303	TRUE	FALSE	0.0282776349614396	0.0190946721858726	7489	TRUE	302.8252	0	WT
D07	D	07	BF050	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 113"	D07_D07.fsa	303.7322	153	1031	91	4033	4027	303.199	4040	304.3543	6	0.5793	NA	NA	304	TRUE	FALSE	0.0179948586118252	0.0121511550273735	7489	FALSE	303.9804	1	frameshift
D07	D	07	BF050	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 103"	D07_D07.fsa	285.9292	209	1325	117	3832	3824	285.2212	3840	286.6372	5	0.5118	NA	NA	286	TRUE	FALSE	0.0231362467866324	0.015622913606623	7489	FALSE	286.1774	-17	frameshift
D07	D	07	BF050	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 105"	D07_D07.fsa	290.7075	2449	15279	1351	3886	3877	289.9115	3895	291.5035	5	0.5056	NA	NA	291	TRUE	FALSE	0.267154439390943	0.180397916944852	7489	FALSE	290.9557	-12	in-frame
D07	D	07	BF050	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 107"	D07_D07.fsa	292.8304	385	2378	210	3910	3901	292.0342	3917	293.4497	5	0.5068	NA	NA	293	TRUE	FALSE	0.0415265967965197	0.0280411269862465	7489	FALSE	293.0786	-10	frameshift
D07	D	07	BF050	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 108"	D07_D07.fsa	294.7769	257	1495	132	3932	3924	294.069	3935	295.0424	6	0.5445	NA	NA	295	TRUE	FALSE	0.0261024322720981	0.0176258512484978	7489	FALSE	295.0251	-8	frameshift
D08	D	08	BF057	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 124"	D08_D08.fsa	292.6757	1328	7545	673	3906	3900	292.1404	3913	293.3003	5	0.4729	NA	NA	293	TRUE	FALSE	0.182731468911214	0.0875276368838601	7689	FALSE	292.9239	-10	frameshift
D08	D	08	BF057	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 125"	D08_D08.fsa	293.8358	220	945	84	3919	3913	293.3003	3923	294.1928	4	0.3914	NA	NA	294	TRUE	FALSE	0.0228074938908499	0.0109246976199766	7689	FALSE	294.084	-9	in-frame
D08	D	08	BF057	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 126"	D08_D08.fsa	294.8177	444	2219	198	3930	3923	294.1928	3934	295.1749	4	0.4375	NA	NA	295	TRUE	FALSE	0.0537605213141461	0.0257510729613734	7689	FALSE	295.0659	-8	frameshift
D08	D	08	BF057	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 127"	D08_D08.fsa	295.7107	796	4432	395	3940	3934	295.1749	3943	295.9786	5	0.502	NA	NA	296	TRUE	FALSE	0.107249524843877	0.0513720899986994	7689	FALSE	295.9589	-7	frameshift
D08	D	08	BF057	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 128"	D08_D08.fsa	296.6932	6742	41231	3683	3951	3943	295.9786	3959	297.4079	5	0.4925	NA	NA	297	TRUE	FALSE	1	0.478995968266355	7689	FALSE	296.9414	-6	in-frame
D08	D	08	BF057	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 129"	D08_D08.fsa	297.7653	638	3383	302	3963	3959	297.4079	3969	298.3015	5	0.4641	NA	NA	298	TRUE	FALSE	0.0819983708932935	0.0392768890622968	7689	FALSE	298.0135	-5	frameshift
D08	D	08	BF057	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 132"	D08_D08.fsa	302.5836	1495	9778	870	4017	4009	301.8711	4024	303.207	5	0.5049	NA	NA	303	TRUE	FALSE	0.236220472440945	0.113148653921186	7689	TRUE	302.8318	0	WT
D08	D	08	BF057	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 133"	D08_D08.fsa	303.7412	290	2183	194	4030	4024	303.207	4036	304.2754	6	0.5737	NA	NA	304	TRUE	FALSE	0.0526744501764866	0.025230849265184	7689	FALSE	303.9894	1	frameshift
D08	D	08	BF057	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 134"	D08_D08.fsa	304.8095	209	1494	132	4042	4036	304.2754	4051	305.6105	6	0.5941	NA	NA	305	TRUE	FALSE	0.0358403475427641	0.0171673819742489	7689	FALSE	305.0577	2	frameshift
D08	D	08	BF057	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 119"	D08_D08.fsa	277.0852	314	1857	164	3730	3722	276.3783	3737	277.7036	5	0.4753	NA	NA	277	TRUE	FALSE	0.0445289166440402	0.0213291715437638	7689	FALSE	277.3334	-26	frameshift
D08	D	08	BF057	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 122"	D08_D08.fsa	290.8917	198	998	88	3886	3878	290.1783	3888	291.07	5	0.4767	NA	NA	291	TRUE	FALSE	0.0238935650285094	0.011444921316166	7689	FALSE	291.1399	-12	in-frame
D08	D	08	BF057	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 123"	D08_D08.fsa	291.7836	1244	7137	636	3896	3888	291.07	3900	292.1404	5	0.467	NA	NA	292	TRUE	FALSE	0.172685310887863	0.0827155676941085	7689	FALSE	292.0318	-11	frameshift
D08	D	08	BF057	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 135"	D08_D08.fsa	307.034	418	3040	270	4067	4057	306.1444	4080	308.1903	5	0.5185	NA	NA	307	TRUE	FALSE	0.0733098017920174	0.0351150994927819	7689	FALSE	307.2822	4	frameshift
D09	D	09	BF063	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 106"	D09_D09.fsa	275.073	170	1047	92	3723	3716	274.4568	3727	275.4251	5	0.4909	NA	NA	275	TRUE	FALSE	0.0422794117647059	0.0181031090121999	5082	FALSE	275.3212	-28	frameshift
D09	D	09	BF063	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 107"	D09_D09.fsa	276.1292	1825	10845	954	3735	3727	275.4251	3743	276.8332	5	0.472	NA	NA	276	TRUE	FALSE	0.438419117647059	0.187721369539551	5082	FALSE	276.3774	-27	in-frame
D09	D	09	BF063	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 114"	D09_D09.fsa	296.7257	4100	24592	2176	3968	3960	296.0177	3977	297.5221	5	0.4885	NA	NA	297	TRUE	FALSE	1	0.428177882723337	5082	FALSE	296.9739	-6	in-frame
D09	D	09	BF063	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 112"	D09_D09.fsa	294.6903	1305	7495	663	3945	3936	293.8938	3952	295.3097	5	0.4735	NA	NA	295	TRUE	FALSE	0.3046875	0.130460448642267	5082	FALSE	294.9385	-8	frameshift
D09	D	09	BF063	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 113"	D09_D09.fsa	295.7522	313	1795	158	3957	3952	295.3097	3960	296.0177	5	0.4825	NA	NA	296	TRUE	FALSE	0.0726102941176471	0.0310901219992129	5082	FALSE	296.0004	-7	frameshift
D09	D	09	BF063	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 109"	D09_D09.fsa	290.885	226	1297	114	3902	3893	290.0885	3904	291.062	5	0.4886	NA	NA	291	TRUE	FALSE	0.0523897058823529	0.0224321133412042	5082	FALSE	291.1332	-12	in-frame
D09	D	09	BF063	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 110"	D09_D09.fsa	291.7699	1734	10460	925	3912	3904	291.062	3920	292.4779	5	0.4738	NA	NA	292	TRUE	FALSE	0.425091911764706	0.182014954742227	5082	FALSE	292.0181	-11	frameshift
D10	D	10	wt	wt	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"B, 115"	D10_D10.fsa	302.7521	7858	50497	4483	4012	4003	301.953	4020	303.4624	5	0.5136	NA	NA	303	TRUE	FALSE	1	0.97732722912579	4587	TRUE	303.0003	0	WT
D10	D	10	wt	wt	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"B, 116"	D10_D10.fsa	303.64	212	1180	104	4022	4020	303.4624	4029	304.2617	3	0.2664	NA	NA	304	TRUE	FALSE	0.0231987508364934	0.0226727708742097	4587	FALSE	303.8882	1	frameshift
D11	D	11	wt	wt	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"B, 117"	D11_D11.fsa	302.7518	2800	17784	1529	4168	4159	301.9777	4176	303.4401	5	0.4962	NA	NA	303	TRUE	FALSE	1	0.934596577017115	1636	TRUE	303	0	WT
D11	D	11	wt	wt	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"B, 120"	D11_D11.fsa	340.3419	186	1258	107	4604	4595	339.5699	4610	340.8547	6	0.5221	NA	NA	341	TRUE	FALSE	0.0699803793328973	0.0654034229828851	1636	FALSE	340.5901	38	frameshift
E01	E	01	BF005	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 108"	E01_E01.fsa	300.8696	156	1023	88	4123	4115	300.1739	4126	301.1304	6	0.5435	NA	NA	301	TRUE	FALSE	0.0102408937507273	0.0101370809814537	8681	FALSE	301.1178	-2	frameshift
E01	E	01	BF005	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 110"	E01_E01.fsa	302.8696	16184	98822	8593	4146	4137	302.087	4154	303.5652	5	0.4849	NA	NA	303	TRUE	FALSE	1	0.989862919018546	8681	TRUE	303.1178	0	WT
E02	E	02	BF013	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 117"	E02_E02.fsa	302.7304	11546	68364	6021	4100	4092	302.0258	4108	303.4351	5	0.4771	NA	NA	303	TRUE	FALSE	1	0.982218597063622	6130	TRUE	302.9786	0	WT
E02	E	02	BF013	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 118"	E02_E02.fsa	303.6113	249	1244	109	4110	4108	303.4351	4118	304.316	4	0.3523	NA	NA	304	TRUE	FALSE	0.0181033050988208	0.0177814029363785	6130	FALSE	303.8595	1	frameshift
E03	E	03	BF021	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 109"	E03_E03.fsa	302.6658	15942	99149	8810	4041	4033	301.9549	4050	303.4656	5	0.5012	NA	NA	303	TRUE	FALSE	1	0.980195816644415	8988	TRUE	302.914	0	WT
E03	E	03	BF021	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 111"	E03_E03.fsa	307.9094	201	1180	104	4100	4093	307.2872	4108	308.6204	4	0.4422	NA	NA	308	TRUE	FALSE	0.0118047673098751	0.0115709835336004	8988	FALSE	308.1576	5	frameshift
E03	E	03	BF021	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 107"	E03_E03.fsa	300.7997	164	844	74	4020	4013	300.1777	4022	300.9774	5	0.4502	NA	NA	301	TRUE	FALSE	0.00839954597048808	0.00823319982198487	8988	FALSE	301.0479	-2	frameshift
E04	E	04	BF029	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 120"	E04_E04.fsa	302.6507	8312	55708	4923	4049	4041	301.9437	4058	303.4461	5	0.5297	NA	NA	303	TRUE	FALSE	1	1	4923	TRUE	302.8989	0	WT
E05	E	05	BF036	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 94"	E05_E05.fsa	302.7564	10824	70370	6256	4020	4011	301.9562	4029	303.5567	5	0.5177	NA	NA	303	TRUE	FALSE	1	1	6256	TRUE	303.0046	0	WT
E06	E	06	BF044	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 128"	E06_E06.fsa	302.6871	190	1141	102	3988	3979	301.8809	3995	303.3143	6	0.5435	NA	NA	303	TRUE	FALSE	0.733812949640288	0.423236514522822	241	TRUE	302.9353	0	WT
E06	E	06	BF044	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 129"	E06_E06.fsa	305.5546	236	1554	139	4020	4011	304.748	4027	306.182	5	0.5137	NA	NA	306	TRUE	FALSE	1	0.576763485477178	241	FALSE	305.8028	3	in-frame
E07	E	07	BF051	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 98"	E07_E07.fsa	302.6658	4327	28177	2503	4032	4024	301.9549	4041	303.4656	5	0.518	NA	NA	303	TRUE	FALSE	1	0.94882486732373	2638	TRUE	302.914	0	WT
E07	E	07	BF051	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 96"	E07_E07.fsa	296.724	225	1532	135	3965	3957	296.0159	3974	297.5207	5	0.5119	NA	NA	297	TRUE	FALSE	0.0539352776667998	0.0511751326762699	2638	FALSE	296.9722	-6	in-frame
E08	E	08	BF058	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 104"	E08_E08.fsa	302.7591	14059	89308	7947	4019	4010	301.9582	4028	303.5599	5	0.5042	NA	NA	303	TRUE	FALSE	1	1	7947	TRUE	303.0073	0	WT
E09	E	09	BF064	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"B, 128"	E09_E09.fsa	302.7278	1696	10372	912	4076	4068	302.0238	4084	303.432	5	0.4926	NA	NA	303	TRUE	FALSE	1	1	912	TRUE	302.976	0	WT
E10	E	10	wt	wt	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"B, 110"	E10_E10.fsa	302.6633	6689	42386	3763	4016	4008	301.953	4025	303.4624	5	0.5063	NA	NA	303	TRUE	FALSE	1	1	3763	TRUE	302.9115	0	WT
E11	E	11	wt	wt	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"B, 108"	E11_E11.fsa	302.7151	1315	7969	698	4098	4090	302.0143	4106	303.4159	5	0.4858	NA	NA	303	TRUE	FALSE	1	1	698	TRUE	302.9633	0	WT
F01	F	01	BF006	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"B, 132"	F01_F01.fsa	302.7757	8871	52861	4587	4141	4133	302.0816	4149	303.47	5	0.4721	NA	NA	303	TRUE	FALSE	1	0.976996805111821	4695	TRUE	303.0239	0	WT
F01	F	01	BF006	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"B, 133"	F01_F01.fsa	303.7304	211	1248	108	4152	4149	303.47	4159	304.338	4	0.3472	NA	NA	304	TRUE	FALSE	0.0235448005232178	0.0230031948881789	4695	FALSE	303.9786	1	frameshift
F02	F	02	BF014	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"B, 125"	F02_F02.fsa	302.7151	5271	30253	2650	4122	4114	302.0143	4130	303.4159	5	0.4609	NA	NA	303	TRUE	FALSE	1	1	2650	TRUE	302.9633	0	WT
F03	F	03	BF022	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"B, 122"	F03_F03.fsa	302.7262	8091	52658	4632	4088	4079	301.9346	4096	303.43	5	0.5225	NA	NA	303	TRUE	FALSE	1	0.92974708952228	4982	TRUE	302.9744	0	WT
F03	F	03	BF022	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"B, 123"	F03_F03.fsa	303.6939	315	2090	183	4099	4096	303.43	4107	304.3979	5	0.453	NA	NA	304	TRUE	FALSE	0.0395077720207254	0.0367322360497792	4982	FALSE	303.9421	1	frameshift
F03	F	03	BF022	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Check	Pass	NA	NA	NA	"B, 124"	F03_F03.fsa	313.0297	276	1895	167	4205	4196	312.2363	4212	313.6469	6	0.5677	NA	NA	313	TRUE	FALSE	0.0360535405872193	0.0335206744279406	4982	FALSE	313.2779	10	frameshift
F04	F	04	BF030	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 111"	F04_F04.fsa	297.6495	270	1950	169	4042	4027	296.3444	4047	298.0847	5	0.4941	NA	NA	298	TRUE	FALSE	0.0210828343313373	0.0203393910217836	8309	FALSE	297.8977	-5	frameshift
F04	F	04	BF030	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 114"	F04_F04.fsa	302.7125	14546	91577	8016	4100	4091	301.9248	4109	303.5004	5	0.499	NA	NA	303	TRUE	FALSE	1	0.964737032133831	8309	TRUE	302.9607	0	WT
F04	F	04	BF030	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 115"	F04_F04.fsa	311.8281	203	1419	124	4204	4196	311.126	4218	313.057	6	0.5557	NA	NA	312	TRUE	FALSE	0.0154690618762475	0.0149235768443856	8309	FALSE	312.0763	9	in-frame
F05	F	05	BF037	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 103"	F05_F05.fsa	302.6829	5775	36115	3231	3999	3991	301.9672	4008	303.4882	5	0.507	NA	NA	303	TRUE	FALSE	1	1	3231	TRUE	302.9311	0	WT
F07	F	07	BF052	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 86"	F07_F07.fsa	302.6743	592	4192	373	4010	4001	301.8719	4017	303.2985	5	0.5315	NA	NA	303	TRUE	FALSE	1	1	373	TRUE	302.9225	0	WT
F09	F	09	BF065	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 109"	F09_F09.fsa	302.7322	13794	88468	7796	4045	4036	301.939	4054	303.5253	5	0.5075	NA	NA	303	TRUE	FALSE	1	1	7796	TRUE	302.9804	0	WT
F10	F	10	wt	wt	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 109"	F10_F10.fsa	302.7322	14552	92885	8185	4041	4032	301.939	4050	303.5253	5	0.5022	NA	NA	303	TRUE	FALSE	1	1	8185	TRUE	302.9804	0	WT
G01	G	01	BF007	unknown	Analyzed	Sample	GS400HD	Sizing Default - PP	false	Pass	Pass	NA	NA	NA	"B, 110"	G01_G01.fsa	302.7493	17186	102445	8806	4185	4177	302.0617	4194	303.523	5	0.4706	NA	NA	303	TRUE	FALSE	1	1	8806	TRUE	302.9975	0	WT
